frequency_GHz,phase_Cy0p7_deg_unwrapped,phase_Cy2p5_deg_unwrapped,signed_phase_diff_deg_2p5_minus_0p7,abs_phase_diff_deg,error_to_180_deg,magnitude_Cy0p7_dB,magnitude_Cy2p5_dB
4.386,-0.640246428891,-17.1588870414,-16.5186406125,16.5186406125,163.481359388,-0.0756759454886,-0.413125384227
4.392,-0.986185380131,-17.7595099085,-16.7733245284,16.7733245284,163.226675472,-0.0766301860099,-0.421679439181
4.398,-1.33314123805,-18.3661431386,-17.0330019005,17.0330019005,162.966998099,-0.0775981806428,-0.430452121586
4.404,-1.68112535375,-18.9789197,-17.2977943463,17.2977943463,162.702205654,-0.0785801626764,-0.439450090949
4.40625,-1.81188684025,-19.2110658949,-17.3991790546,17.3991790546,162.600820945,-0.0789520604121,-0.442911395121
4.41,-2.03014924492,-19.5979762197,-17.5678269748,17.5678269748,162.432173025,-0.0795763696733,-0.448680235408
4.416,-2.38022459896,-20.2234530973,-17.8432284983,17.8432284983,162.156771502,-0.080587043655,-0.458149679932
4.422,-2.73136327616,-20.8554946235,-18.1241313473,18.1241313473,161.875868653,-0.0816124312514,-0.467865794805
4.428,-3.08357731301,-21.4942491017,-18.4106717887,18.4106717887,161.589328211,-0.0826527838291,-0.477836204358
4.434,-3.43687892577,-22.1398689739,-18.7029900482,18.7029900482,161.297009952,-0.0837083576073,-0.488068795985
4.44,-3.79128051427,-22.7925109507,-19.0012304364,19.0012304364,160.998769564,-0.0847794137671,-0.498571729427
4.446,-4.1467946663,-23.4523361446,-19.3055414783,19.3055414783,160.694458522,-0.0858662185673,-0.509353446324
4.452,-4.50343416282,-24.1195102091,-19.6160760463,19.6160760463,160.383923954,-0.0869690434975,-0.520422680048
4.458,-4.86121198485,-24.7942034804,-19.9329914956,19.9329914956,160.067008504,-0.088088165557,-0.5317884658
4.464,-5.22014132302,-25.4765911247,-20.2564498017,20.2564498017,159.743550198,-0.0892238679261,-0.543460150969
4.47,-5.58023559124,-26.1668532896,-20.5866176983,20.5866176983,159.413382302,-0.0903764418209,-0.55544740576
4.476,-5.94150844086,-26.8651752602,-20.9236668193,20.9236668193,159.076333181,-0.0915461917573,-0.567760234067
4.482,-6.30397373935,-27.5717476199,-21.2677738805,21.2677738805,158.732226119,-0.092733448759,-0.580408984593
4.488,-6.66764536076,-28.286766416,-21.6191210552,21.6191210552,158.380878945,-0.093938586742,-0.593404362198
4.494,-7.03253671509,-29.0104333301,-21.977896615,21.977896615,158.022103385,-0.0951619664432,-0.606757439457
4.5,-7.39866136871,-29.7429558538,-22.3442944851,22.3442944851,157.655705515,-0.0964037722907,-0.620479668418
4.506,-7.76603460522,-30.484547469,-22.7185128637,22.7185128637,157.281487136,-0.0976641662553,-0.634582892528
4.512,-8.13467217783,-31.2354278334,-23.1007556555,23.1007556555,156.899244344,-0.0989435092632,-0.649079358706
4.518,-8.50458934795,-31.9958229714,-23.4912336234,23.4912336234,156.508766377,-0.100242213827,-0.663981729519
4.524,-8.87580133618,-32.7659654699,-23.8901641337,23.8901641337,156.109835866,-0.101560662403,-0.679303095439
4.53,-9.24832359809,-33.5460946793,-24.2977710812,24.2977710812,155.702228919,-0.102899220627,-0.695056987127
4.536,-9.62217186936,-34.3364569198,-24.7142850505,24.7142850505,155.28571495,-0.104258252508,-0.711257387691
4.542,-9.99736216068,-35.1373056927,-25.139943532,25.139943532,154.860056468,-0.105638126764,-0.727918744867
4.548,-10.3739107514,-35.9489018971,-25.5749911457,25.5749911457,154.425008854,-0.107039219068,-0.74505598305
4.554,-10.7518341872,-36.7715140511,-26.0196798639,26.0196798639,153.980320136,-0.10846191288,-0.762684515099
4.56,-11.1311492817,-37.605418519,-26.4742692373,26.4742692373,153.525730763,-0.109906599819,-0.780820253831
4.566,-11.5118731187,-38.4508997421,-26.9390266234,26.9390266234,153.060973377,-0.11137367988,-0.799479623095
4.572,-11.8940230564,-39.308250475,-27.4142274187,27.4142274187,152.585772581,-0.112863561621,-0.818679568336
4.575,-12.0856383135,-39.7430112508,-27.6573729372,27.6573729372,152.342627063,-0.113617183182,-0.828558567413
4.578,-12.2776167319,-40.1777720265,-27.9001552947,27.9001552947,152.099844705,-0.114376662344,-0.83843756649
4.584,-12.662672066,-41.0597745038,-28.3971024378,28.3971024378,151.602897562,-0.115913408279,-0.858771635096
4.59,-13.0492072686,-41.9545770615,-28.9053697929,28.9053697929,151.094630207,-0.11747423478,-0.87970034045
4.596,-13.4372408439,-42.8625081543,-29.4252673104,29.4252673104,150.57473269,-0.119059586527,-0.901242804615
4.602,-13.826791596,-43.7839057918,-29.9571141958,29.9571141958,150.042885804,-0.120669917741,-0.923418711108
4.608,-14.2178786346,-44.7191177972,-30.5012391627,30.5012391627,149.498760837,-0.122305692403,-0.946248309014
4.614,-14.6105213809,-45.6685020672,-31.0579806864,31.0579806864,148.942019314,-0.123967384479,-0.969752415285
4.62,-15.0047395737,-46.6324268339,-31.6276872601,31.6276872601,148.37231274,-0.12565547816,-0.993952414957
4.626,-15.4005532757,-47.6112709268,-32.2107176512,32.2107176512,147.789282349,-0.127370468102,-1.01887025895
4.632,-15.7979828792,-48.6054240354,-32.8074411563,32.8074411563,147.192558844,-0.129112859676,-1.04452845912
4.638,-16.1970491132,-49.6152869695,-33.4182378563,33.4182378563,146.581762144,-0.130883169223,-1.0709500802
4.644,-16.5977730498,-50.6412719179,-34.0434988681,34.0434988681,145.956501132,-0.132681924318,-1.09815872817
4.65,-17.0001761107,-51.6838027032,-34.6836265925,34.6836265925,145.316373408,-0.134509664044,-1.12617853462
4.656,-17.4042800743,-52.7433150313,-35.339034957,35.339034957,144.660965043,-0.136366939262,-1.15503413656
4.662,-17.8101070828,-53.8202567341,-36.0101496513,36.0101496513,143.989850349,-0.138254312905,-1.1847506512
4.668,-18.2176796492,-54.9150880032,-36.697408354,36.697408354,143.302591646,-0.140172360262,-1.21535364496
4.674,-18.6270206647,-56.0282816128,-37.4012609481,37.4012609481,142.598739052,-0.142121669286,-1.24686909613
4.68,-19.0381534064,-57.1603231294,-38.122169723,38.122169723,141.877830277,-0.144102840894,-1.27932335039
4.686,-19.4511015445,-58.3117111045,-38.8606095599,38.8606095599,141.13939044,-0.146116489287,-1.31274306842
4.692,-19.8658891509,-59.4829572488,-39.6170680979,39.6170680979,140.382931902,-0.148163242272,-1.34715516476
4.698,-20.2825407064,-60.6745865832,-40.3920458768,40.3920458768,139.607954123,-0.150243741592,-1.38258673679
4.704,-20.7010811096,-61.887137563,-41.1860564534,41.1860564534,138.813943547,-0.152358643269,-1.41906498314
4.71,-21.1215356845,-63.1211621705,-41.999626486,41.999626486,138.000373514,-0.154508617945,-1.45661711006
4.716,-21.54393019,-64.377225972,-42.833295782,42.833295782,137.166704218,-0.156694351243,-1.49527022485
4.722,-21.9682908276,-65.655908132,-43.6876173045,43.6876173045,136.312382696,-0.158916544128,-1.53505121497
4.725,-22.1812167573,-66.306854756,-44.1256379987,44.1256379987,135.874362001,-0.160041536253,-1.55551891321
4.728,-22.3946442511,-66.95780138,-44.5631571289,44.5631571289,135.436842871,-0.161175913276,-1.57598661146
4.734,-22.8230175755,-68.2835119209,-45.4604943453,45.4604943453,134.539505655,-0.163473191452,-1.61810243536
4.74,-23.2534383861,-69.6336592827,-46.3802208966,46.3802208966,133.619779103,-0.165809127889,-1.66142402548
4.746,-23.685934748,-71.0088760915,-47.3229413435,47.3229413435,132.677058657,-0.168184488673,-1.70597584614
4.752,-24.1205352162,-72.4098077643,-48.2892725482,48.2892725482,131.710727452,-0.170600057126,-1.75178127307
4.758,-24.5572688447,-73.8371121076,-49.2798432629,49.2798432629,130.720156737,-0.173056634172,-1.79886235597
4.764,-24.9961651975,-75.2914588102,-50.2952936127,50.2952936127,129.704706387,-0.175555038687,-1.84723955592
4.77,-25.4372543581,-76.7735288157,-51.3362744576,51.3362744576,128.663725542,-0.178096107792,-1.89693145597
4.776,-25.8805669404,-78.2840135591,-52.4034466187,52.4034466187,127.596553381,-0.180680697055,-1.94795444328
4.782,-26.3261340998,-79.8236140498,-53.4974799501,53.4974799501,126.50252005,-0.183309680479,-2.00032236109
4.788,-26.773987545,-81.3930397825,-54.6190522375,54.6190522375,125.380947762,-0.185983950096,-2.05404612912
4.794,-27.224159554,-82.9930074541,-55.7688479001,55.7688479001,124.2311521,-0.188704414691,-2.10913333098
4.8,-27.6766830001,-84.6242394634,-56.9475564633,56.9475564633,123.052443537,-0.191471996708,-2.16558776736
4.806,-28.1315914172,-86.2874621676,-58.1558707504,58.1558707504,121.84412925,-0.194287625645,-2.2234089744
4.812,-28.588919214,-87.9834038675,-59.3944846536,59.3944846536,120.605515346,-0.197152229662,-2.28259170646
4.818,-29.0487023604,-89.7127924918,-60.6640901314,60.6640901314,119.335909869,-0.200066780396,-2.34312538356
4.824,-29.510978476,-91.4763529452,-61.9653744692,61.9653744692,118.034625531,-0.203032711131,-2.40499350399
4.83,-29.9757785747,-93.2748040876,-63.2990255129,63.2990255129,116.700974487,-0.206051855015,-2.46817302354
4.836,-30.4431340098,-95.1088553052,-64.6657212954,64.6657212954,115.334278705,-0.209124286626,-2.53263370346
4.842,-30.9130867293,-96.9792026352,-66.0661159059,66.0661159059,113.933884094,-0.212250635274,-2.59833743066
4.848,-31.385676453,-98.8865244026,-67.5008479496,67.5008479496,112.49915205,-0.215432270825,-2.66523751453
4.854,-31.8609418032,-100.831476329,-68.9705345254,68.9705345254,111.029465475,-0.218670483015,-2.73327796643
4.86,-32.3389219279,-102.81468607,-70.4757641418,70.4757641418,109.524235858,-0.221966502169,-2.80239276945
4.866,-32.8196567451,-104.836747147,-72.0170904023,72.0170904023,107.982909598,-0.225321555452,-2.8725051479
4.872,-33.3031869557,-106.898212233,-73.5950252774,73.5950252774,106.404974723,-0.228736887623,-2.94352684796
4.875,-33.5460132661,-107.948898995,-74.4028857289,74.4028857289,105.597114271,-0.230467554019,-2.97944214559
4.878,-33.7895540418,-108.999585757,-75.2100317151,75.2100317151,104.789968285,-0.232213768452,-3.01535744322
4.884,-34.27880027,-111.141315816,-76.862515546,76.862515546,103.137484454,-0.235753495849,-3.08788368107
4.89,-34.7709687012,-113.323785371,-78.5528166694,78.5528166694,101.447183331,-0.23935739753,-3.16097888863
4.896,-35.2661032028,-115.547302726,-80.2811995228,80.2811995228,99.7188004772,-0.243026832156,-3.23450245904
4.902,-35.7642484632,-117.812091318,-82.0478428546,82.0478428546,97.9521571454,-0.246763190274,-3.30829944162
4.908,-36.2654500076,-120.118278845,-83.8528288374,83.8528288374,96.1471711626,-0.250567895178,-3.38220026162
4.914,-36.7697542147,-122.465885805,-85.6961315898,85.6961315898,94.3038684102,-0.254442403749,-3.45602059716
4.92,-37.2772083338,-124.854813532,-87.5776051983,87.5776051983,92.4223948017,-0.258388207288,-3.52956144239
4.926,-37.7878605028,-127.284831873,-89.4969713707,89.4969713707,90.5030286293,-0.262406832363,-3.60260938662
4.932,-38.3017597659,-129.755566654,-91.4538068882,91.4538068882,88.5461931118,-0.266499841663,-3.67493713895
4.938,-38.8189560931,-132.266487158,-93.4475310646,93.4475310646,86.5524689354,-0.270668834867,-3.74630432643
4.944,-39.3395003986,-134.816893863,-95.4773934645,95.4773934645,84.5226065355,-0.274915449531,-3.81645859126
4.95,-39.8634445611,-137.405906738,-97.5424621773,97.5424621773,82.4575378227,-0.279241361996,-3.8851370076
4.956,-40.3908414428,-140.032454425,-99.6416129818,99.6416129818,80.3583870182,-0.2836482883,-3.95206783297
4.962,-40.9217449108,-142.695264685,-101.773519774,101.773519774,78.2264802256,-0.288137985125,-4.01697260049
4.968,-41.4562098571,-145.392856518,-103.936646661,103.936646661,76.0633533388,-0.292712250747,-4.07956854874
4.974,-41.9942922201,-148.123534349,-106.129242129,106.129242129,73.8707578713,-0.297372926007,-4.13957137404
4.98,-42.5360490061,-150.885384716,-108.34933571,108.34933571,71.6506642905,-0.302121895309,-4.19669827679
4.986,-43.0815383115,-153.676275854,-110.594737542,110.594737542,69.405262458,-0.306961087621,-4.2506712595
4.992,-43.6308193449,-156.493860526,-112.863041181,112.863041181,67.136958819,-0.311892477506,-4.30122061972
4.998,-44.1839524503,-159.335582407,-115.151629957,115.151629957,64.8483700433,-0.316918086166,-4.34808856701
5.004,-44.7409991305,-162.198686223,-117.457687093,117.457687093,62.5423129074,-0.322039982508,-4.39103288055
5.01,-45.3020220704,-165.080231756,-119.778209686,119.778209686,60.2217903141,-0.327260284233,-4.42983051399
5.016,-45.867085162,-167.977111691,-122.110026529,122.110026529,57.8899734707,-0.332581158949,-4.46428104724
5.022,-46.4362535287,-170.886073143,-124.449819615,124.449819615,55.5501803855,-0.338004825318,-4.49420988207
5.025,-46.7223978845,-172.344907855,-125.622509971,125.622509971,54.3774900295,-0.340755912955,-4.50684048155
5.028,-47.0095935515,-173.803742567,-126.794149015,126.794149015,53.2058509847,-0.343533554243,-4.51947108103
5.034,-47.587172895,-176.726653599,-129.139480704,129.139480704,50.8605192961,-0.349169670118,-4.53994975599
5.04,-48.169060535,-179.651277264,-131.482216729,131.482216729,48.5177832709,-0.354915552173,-4.55556392539
5.046,-48.7553267881,-182.57405386,-133.818727072,133.818727072,46.1812729284,-0.360773635982,-4.56626577612
5.052,-49.346043344,-185.491425757,-136.145382413,136.145382413,43.854617587,-0.366746415252,-4.57204228666
5.058,-49.9412833027,-188.39987031,-138.458587007,138.458587007,41.5414129926,-0.37283644418,-4.57291519169
5.064,-50.5411212237,-191.295932057,-140.754810834,140.754810834,39.2451891664,-0.379046341,-4.56894029264
5.07,-51.1456332,-194.176253426,-143.030620226,143.030620226,36.9693797738,-0.3853787943,-4.56020614315
5.076,-51.7548970011,-197.037603227,-145.282706226,145.282706226,34.7172937743,-0.391836576712,-4.54683216036
5.082,-52.368992434,-199.87690231,-147.507909876,147.507909876,32.4920901245,-0.398422581954,-4.5289662325
5.088,-52.9880026348,-202.691245894,-149.703243259,149.703243259,30.296756741,-0.405139958519,-4.50678190793
5.094,-53.6120219236,-205.477922207,-151.865900283,151.865900283,28.1340997167,-0.411992888538,-4.48047526104
5.1,-54.2414512268,-208.234427221,-153.992975994,153.992975994,26.0070240057,-0.419004825881,-4.4502615355
5.106,-54.8751805482,-210.958475419,-156.08329487,156.08329487,23.9167051296,-0.426089690835,-4.41637166511
5.112,-55.5146983266,-213.648006648,-158.133308322,158.133308322,21.8666916783,-0.433364853572,-4.37904876848
5.118,-56.1595219849,-216.301189255,-160.14166727,160.14166727,19.85833273,-0.440782016742,-4.33854470509
5.124,-56.8097647779,-218.916419757,-162.10665498,162.10665498,17.8933450204,-0.448347669639,-4.29511676949
5.13,-57.4655226187,-221.492319426,-164.026796808,164.026796808,15.9732031923,-0.456065664075,-4.24902458735
5.136,-58.1268903907,-224.027728162,-165.900837771,165.900837771,14.099162229,-0.463939555873,-4.20052726306
5.142,-58.7939640128,-226.521696097,-167.727732085,167.727732085,12.2722679154,-0.47197287652,-4.14988081461
5.148,-59.4668409497,-228.973473369,-169.506632419,169.506632419,10.4933675809,-0.48016919602,-4.09733591823
5.154,-60.145620398,-231.382498465,-171.236878067,171.236878067,8.76312193265,-0.488532143359,-4.04313597281
5.16,-60.8304033771,-233.74838557,-172.917982193,172.917982193,7.08201780692,-0.49706541491,-3.98751548385
5.166,-61.5212927871,-236.070911253,-174.549618466,174.549618466,5.45038153404,-0.5057727786,-3.93069875749
5.172,-62.2183934533,-238.350000842,-176.131607389,176.131607389,3.86839261129,-0.514658076393,-3.87289888851
5.178,-62.9218121625,-240.585714753,-177.663902591,177.663902591,2.3360974091,-0.52372522604,-3.81431702065
5.184,-63.6316576974,-242.77823502,-179.146577322,179.146577322,0.853422677872,-0.532978222545,-3.75514185447
5.19,-64.3480408664,-244.927852202,-180.579811336,180.579811336,0.579811335654,-0.542421139554,-3.69554937559
5.196,-65.0710745305,-247.034952843,-181.963878313,181.963878313,1.9638783125,-0.552058130786,-3.63570277542
5.202,-65.8008736251,-249.100007564,-183.299133939,183.299133939,3.29913393929,-0.561893431522,-3.57575253694
5.208,-66.5375551751,-251.123559895,-184.58600472,184.58600472,4.5860047199,-0.571931359979,-3.51583665876
5.214,-67.2812383008,-253.106215873,-185.824977572,185.824977572,5.82497757226,-0.582176318153,-3.45608099251
5.22,-68.0320442123,-255.048634448,-187.016590236,187.016590236,7.01659023623,-0.592632791301,-3.39659967057
5.226,-68.7900961957,-256.951518691,-188.161422495,188.161422495,8.16142249483,-0.603305344771,-3.33749560331
5.2305,-69.3634657453,-258.349585513,-188.986119768,188.986119768,8.98611976788,-0.611454350336,-3.29351967133
5.232,-69.5555195991,-258.815607787,-189.260088188,189.260088188,9.26008818822,-0.614198616786,-3.27886102733
5.238,-70.3284418359,-260.641669814,-190.313227978,190.313227978,10.313227978,-0.625317306599,-3.2207780887
5.244,-71.1089924299,-262.430495234,-191.321502805,191.321502805,11.3215028046,-0.636666159736,-3.16331944716
5.25,-71.8973031164,-264.182891101,-192.285587984,192.285587984,12.2855879842,-0.648249955193,-3.10654888981
5.256,-72.6935079826,-265.899675898,-193.206167915,193.206167915,13.2061679153,-0.660073501014,-3.05052194422
5.262,-73.4977436015,-267.581674998,-194.083931397,194.083931397,14.0839313969,-0.672141641755,-2.99528648341
5.268,-74.3101491012,-269.229716668,-194.919567567,194.919567567,14.9195675667,-0.684459274665,-2.94088331598
5.274,-75.1308661469,-270.844628584,-195.713762437,195.713762437,15.7137624366,-0.697031366048,-2.88734675675
5.28,-75.9600388595,-272.427234815,-196.467195955,196.467195955,16.4671959552,-0.709862959844,-2.83470517407
5.286,-76.7978137159,-273.978353224,-197.180539508,197.180539508,17.1805395078,-0.722959175857,-2.78298151112
5.292,-77.6443394676,-275.498793243,-197.854453775,197.854453775,17.8544537754,-0.736325200173,-2.73219377955
5.29575,-78.1779288684,-276.430393712,-198.252464844,198.252464844,18.2524648437,-0.744818303636,-2.70104487001
5.298,-78.4997670895,-276.989353994,-198.489586904,198.489586904,18.489586904,-0.749966272208,-2.68235552429
5.304,-79.3642497497,-278.450822703,-199.086572954,199.086572954,19.0865729537,-0.763887671934,-2.63347625916
5.31,-80.2379427864,-279.883973397,-199.646030611,199.646030611,19.6460306106,-0.778094709374,-2.58556187342
5.316,-81.1210036805,-281.289565822,-200.168562141,200.168562141,20.1685621412,-0.792592717717,-2.5386150095
5.322,-82.0135920246,-282.668344585,-200.65475256,200.65475256,20.6547525604,-0.807387051606,-2.49263541292
5.328,-82.9158695096,-284.021038477,-201.105168968,201.105168968,21.1051689676,-0.822483092206,-2.44762025519
5.334,-83.8279999811,-285.348359955,-201.520359974,201.520359974,21.520359974,-0.837886257389,-2.40356443092
5.34,-84.7501496289,-286.651004768,-201.900855139,201.900855139,21.9008551393,-0.853602004656,-2.36046083042
5.346,-85.6824872679,-287.929651707,-202.247164439,202.247164439,22.2471644394,-0.869635800504,-2.31830058907
5.352,-86.625184444,-289.18496246,-202.559778016,202.559778016,22.5597780163,-0.885993041505,-2.27707331486
5.358,-87.5784150626,-290.417581558,-202.839166496,202.839166496,22.8391664958,-0.902678969362,-2.23676729555
5.361,-88.059035234,-291.022858981,-202.963823747,202.963823747,22.9638237467,-0.911146780535,-2.21706849113
5.364,-88.5423547133,-291.628136403,-203.08578169,203.08578169,23.0857816897,-0.919698653569,-2.19736968671
5.37,-89.5171802419,-292.817237358,-203.300057116,203.300057116,23.3000571163,-0.937057044499,-2.15886668205
5.376,-90.5030697751,-293.985477902,-203.482408127,203.482408127,23.4824081267,-0.954759026219,-2.12124366735
5.382,-91.5002029231,-295.133434823,-203.6332319,203.6332319,23.6332319,-0.972809424367,-2.08448535923
5.388,-92.5087608951,-296.261668461,-203.752907566,203.752907566,23.7529075664,-0.991212979876,-2.04857592991
5.394,-93.5289264747,-297.370722978,-203.841796504,203.841796504,23.8417965036,-1.0099743128,-2.01349911917
5.4,-94.5608839035,-298.461126656,-203.900242752,203.900242752,23.9002427521,-1.02909788851,-1.97923833453
5.406,-95.6048187242,-299.533392217,-203.928573492,203.928573492,23.9285734924,-1.04858798814,-1.94577674065
5.412,-96.6609176068,-300.588017164,-203.927099557,203.927099557,23.927099557,-1.06844868161,-1.91309733886
5.418,-97.7293681652,-301.62548413,-203.896115964,203.896115964,23.8961159645,-1.08868380129,-1.88118303779
5.424,-98.8103587652,-302.646261238,-203.835902473,203.835902473,23.8359024726,-1.1092969152,-1.8500167158
5.42625,-99.2190017644,-303.0229642,-203.803962435,203.803962435,23.8039624353,-1.11712496309,-1.83860342588
5.43,-99.9040783207,-303.65080247,-203.746724149,203.746724149,23.7467241489,-1.13029129909,-1.81958127601
5.436,-101.010716077,-304.639548036,-203.628831959,203.628831959,23.6288319592,-1.15166990692,-1.78985969461
5.442,-102.130461378,-305.612924752,-203.482463373,203.482463373,23.4824633731,-1.17343533976,-1.76083506306
5.448,-103.26350342,-306.571346406,-203.307842986,203.307842986,23.307842986,-1.1955898129,-1.73249062491
5.454,-104.410030979,-307.515214137,-203.105183158,203.105183158,23.1051831582,-1.21813512124,-1.70480980749
5.46,-105.570232127,-308.444916798,-202.874684671,202.874684671,22.8746846711,-1.24107260283,-1.67777624927
5.466,-106.744293925,-309.360831325,-202.616537399,202.616537399,22.6165373994,-1.26440310069,-1.65137382313
5.472,-107.93240209,-310.26332309,-202.330921,202.330921,22.3309209998,-1.28812692281,-1.62558665609
5.478,-109.134740642,-311.152746261,-202.018005618,202.018005618,22.0180056182,-1.31224380041,-1.6003991457
5.484,-110.351491531,-312.029444144,-201.677952612,201.677952612,21.6779526123,-1.3367528445,-1.57579597368
5.49,-111.58283423,-312.893749524,-201.310915294,201.310915294,21.3109152942,-1.36165250078,-1.55176211684
5.4915,-111.892970636,-313.106808392,-201.213837756,201.213837756,21.2138377558,-1.36793819875,-1.54589230157
5.496,-112.828945308,-313.745984998,-200.91703969,200.91703969,20.9170396896,-1.38694050296,-1.52828285578
5.502,-114.089997979,-314.586463296,-200.496465318,200.496465318,20.4964653176,-1.41261382453,-1.50534378153
5.508,-115.366161613,-315.415487602,-200.049325989,200.049325989,20.0493259894,-1.43866862925,-1.48293080039
5.514,-116.65760123,-316.233351857,-199.575750627,199.575750627,19.5757506274,-1.46510022026,-1.46103013706
5.52,-117.964476955,-317.040341061,-199.075864106,199.075864106,19.0758641064,-1.49190298823,-1.43962833654
5.526,-119.286943448,-317.836731563,-198.549788115,198.549788115,18.5497881148,-1.51907035851,-1.41871226458
5.532,-120.625149304,-318.622791344,-197.99764204,197.99764204,17.99764204,-1.54659473765,-1.39826910719
5.538,-121.979236418,-319.398780294,-197.419543875,197.419543875,17.4195438754,-1.57446745952,-1.37828636909
5.544,-123.349339321,-320.164950472,-196.815611151,196.815611151,16.815611151,-1.60267873123,-1.35875187142
5.55,-124.735584482,-320.921546369,-196.185961887,196.185961887,16.1859618873,-1.63121757936,-1.33965374863
5.556,-126.138089584,-321.668805158,-195.530715573,195.530715573,15.5307155733,-1.66007179665,-1.32098044483
5.562,-127.556962763,-322.40695693,-194.849994167,194.849994167,14.8499941671,-1.68922788973,-1.3027207096
5.568,-128.992301815,-323.136224936,-194.14392312,194.14392312,14.1439231204,-1.71867102834,-1.28486359329
5.574,-130.444193381,-323.856825806,-193.412632425,193.412632425,13.412632425,-1.74838499641,-1.26739844201
5.58,-131.912712092,-324.568969774,-192.656257682,192.656257682,12.6562576818,-1.77835214587,-1.25031489231
5.586,-133.397919696,-325.272860885,-191.874941189,191.874941189,11.8749411892,-1.8085533536,-1.23360286551
5.592,-134.89986415,-325.968697203,-191.068833052,191.068833052,11.0688330525,-1.83896798294,-1.21725256196
5.598,-136.418578694,-326.656671004,-190.238092311,190.238092311,10.2380923108,-1.86957385127,-1.20125445506
5.604,-137.954080889,-327.336968974,-189.382888085,189.382888085,9.3828880853,-1.90034720933,-1.18559928514
5.61,-139.506371625,-328.009772387,-188.503400763,188.503400763,8.50340076253,-1.93126275602,-1.17027805333
5.616,-141.075433966,-328.675257286,-187.599823319,187.599823319,7.59982331912,-1.96229389764,-1.15528201532
5.622,-142.661482962,-329.333594652,-186.67211169,186.67211169,6.67211169042,-1.99342164555,-1.14060267512
5.628,-144.26372001,-329.984950577,-185.721230566,185.721230566,5.72123056649,-2.0245800689,-1.12623177881
5.634,-145.882806961,-330.629486414,-184.746679454,184.746679454,4.74667945357,-2.05577787572,-1.1121613083
5.64,-147.518404487,-331.267358943,-183.748954456,183.748954456,3.74895445573,-2.08696576686,-1.09838347516
5.646,-149.170392243,-331.898720508,-182.728328265,182.728328265,2.72832826496,-2.11810901564,-1.08489071448
5.652,-150.838627021,-332.523719173,-181.685092151,181.685092151,1.68509215111,-2.14917100759,-1.07167567878
5.658,-152.522941261,-333.142498851,-180.61955759,180.61955759,0.619557589968,-2.18011356245,-1.05873123204
5.664,-154.223142082,-333.755199445,-179.532057363,179.532057363,0.46794263669,-2.21089703398,-1.0460504438
5.67,-155.93901042,-334.361956976,-178.422946556,178.422946556,1.57705344382,-2.24148039303,-1.03362658335
5.676,-157.670300219,-334.962903703,-177.292603484,177.292603484,2.70739651569,-2.27182131744,-1.02145311405
5.682,-159.416737702,-335.558168251,-176.14143055,176.14143055,3.85856945031,-2.3018762937,-1.00952368768
5.688,-161.178020706,-336.147875722,-174.969855016,174.969855016,5.03014498357,-2.33160073177,-0.997832139069
5.694,-162.953818113,-336.73214781,-173.778329697,173.778329697,6.22167030315,-2.36094909372,-0.986372480644
5.7,-164.743769369,-337.311102907,-172.567333538,172.567333538,7.43266646237,-2.38987503617,-0.975138897253
5.706,-166.547484114,-337.884856209,-171.337372095,171.337372095,8.66262790453,-2.41833156641,-0.964125741032
5.712,-168.364541927,-338.453519818,-170.088977892,170.088977892,9.91102210824,-2.44627121178,-0.953327526422
5.7165,-169.735821742,-338.876282083,-169.14046034,169.14046034,10.8595396597,-2.46685800893,-0.94538607559
5.718,-170.194492202,-339.017202838,-168.822710636,168.822710636,11.1772893639,-2.47364620171,-0.942738925313
5.724,-172.036854157,-339.576011466,-167.539157309,167.539157309,12.4608426912,-2.5004086616,-0.932354762301
5.73,-173.891116997,-340.13004909,-166.238932094,166.238932094,13.7610679064,-2.52651081741,-0.922170010082
5.736,-175.756740218,-340.67941637,-164.922676152,164.922676152,15.0773238481,-2.55190520985,-0.912179784964
5.742,-177.633154093,-341.224211325,-163.591057232,163.591057232,16.4089427682,-2.57654491649,-0.902379342506
5.748,-179.51976031,-341.764529415,-162.244769105,162.244769105,17.7552308949,-2.60038378031,-0.892764073271
5.754,-181.415932789,-342.300463618,-160.884530829,160.884530829,19.1154691707,-2.62337664262,-0.883329498714
5.76,-183.32101868,-342.83210451,-159.51108583,159.51108583,20.4889141699,-2.64547957853,-0.874071267174
5.766,-185.234339529,-343.359540333,-158.125200805,158.125200805,21.8747991954,-2.66665013251,-0.864985149993
5.772,-187.155192626,-343.882857071,-156.727664445,156.727664445,23.2723355548,-2.68684755206,-0.856067037744
5.778,-189.082852525,-344.402138514,-155.319285988,155.319285988,24.6807140115,-2.70603301673,-0.847312936575
5.784,-191.016572736,-344.917466328,-153.900893592,153.900893592,26.0991064078,-2.72416986034,-0.838718964658
5.79,-192.955587567,-345.428920118,-152.473332551,152.473332551,27.5266674494,-2.74122378385,-0.830281348754
5.796,-194.899114132,-345.936577487,-151.037463355,151.037463355,28.9625366452,-2.75716305634,-0.821996420876
5.802,-196.846354488,-346.4405141,-149.594159612,149.594159612,30.405840388,-2.771958702,-0.813860615058
5.808,-198.796497902,-346.940803739,-148.144305837,148.144305837,31.8556941634,-2.78558467068,-0.805870464224
5.811,-199.772401988,-347.189161048,-147.416759061,147.416759061,32.5832409393,-2.79195172334,-0.801946530687
